date,iso,partner,price,mass,value,qty,qty_units,qty_unit_code,aggrLevel,altQty,altQtyUnitAbbr,altQtyUnitCode,cifvalue,classificationCode,classificationSearchCode,cmdCode,cmdDesc,customsCode,customsDesc,flowCode,flowDesc,fobvalue,freqCode,grossWgt,isAggregate,isAltQtyEstimated,isGrossWgtEstimated,isLeaf,isNetWgtEstimated,isOriginalClassification,isQtyEstimated,isReported,legacyEstimationFlag,mosCode,motCode,motDesc,netWgt,partner2Code,partner2Desc,partner2ISO,partnerCode,partnerDesc,partnerISO,period,primaryValue,qtyUnitAbbr,qtyUnitCode,refMonth,refPeriodId,refYear,reporterCode,reporterDesc,reporterISO,typeCode,kind
2023-02-01,SWE,LVA,0.3462562785194174,1648000.0,570630.347,1648000.0,kg,8,4,1648000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,570630.347,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,1648000.0,0,World,W00,428,Latvia,LVA,202302,570630.347,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,NLD,0.15297708824353998,430693.431,65886.227,430693.431,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,65886.227,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,430693.431,0,World,W00,528,Netherlands,NLD,202302,65886.227,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,NZL,0.21898157996785828,2627.737,575.426,2627.737,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,575.426,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2627.737,0,World,W00,554,New Zealand,NZL,202302,575.426,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,NOR,0.2924588187059758,1430076.48,418238.478,1430076.48,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,418238.478,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,1430076.48,0,World,W00,579,Norway,NOR,202302,418238.478,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,POL,0.051521381877022654,309000.0,15920.107,309000.0,kg,8,4,309000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,15920.107,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,309000.0,0,World,W00,616,Poland,POL,202302,15920.107,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,ROU,0.11892128,50000.0,5946.064,50000.0,kg,8,4,50000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,5946.064,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,50000.0,0,World,W00,642,Romania,ROU,202302,5946.064,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,SGP,0.2189814027362868,26715.328,5850.16,26715.328,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,5850.16,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,26715.328,0,World,W00,702,Singapore,SGP,202302,5850.16,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,CHE,0.218981411078703,6569.343,1438.564,6569.343,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1438.564,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,6569.343,0,World,W00,757,Switzerland,CHE,202302,1438.564,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,TTO,0.46399394285714285,210000.0,97438.728,210000.0,kg,8,4,210000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,97438.728,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,210000.0,0,World,W00,780,Trinidad and Tobago,TTO,202302,97438.728,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,GBR,0.21898134802277625,3503.65,767.234,3503.65,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,767.234,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,3503.65,0,World,W00,826,United Kingdom,GBR,202302,767.234,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
