Year,Customer Size,country,value,units,exchange_country,exchange_rate,exchange_units,usd_per_kwh
2011,Medium,Sweden,6.448022862660801,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.040223843437096146
2012,Medium,Sweden,5.572480336629315,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03516606776851551
2013,Medium,Sweden,5.736885258558806,pence_per_kwh,USA,1.5625,pound_per_currency,0.03671606565477636
2014,Medium,Sweden,4.933314452284642,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.02994521872536778
2015,Medium,Sweden,3.8085053045587536,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.024907624691814248
2016,Medium,Sweden,4.415444799010514,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.032718445960667905
2017,Medium,Sweden,4.817574955587753,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.03741157204841031
2018,Medium,Sweden,4.870935477649212,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.036519536745675346
2019,Medium,Sweden,5.184620247446032,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.04062714569018914
2020,Medium,Sweden,4.550602572742173,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.040433259073822995
2021,Medium,Sweden,6.340033233127436,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.05450882294928602
2022,Medium,Sweden,9.891863655349308,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.08438982315955507
2023,Medium,Sweden,7.617891775797612,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.06131135135419706
2008,Large,Sweden,4.642897825,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02533706415206395
2009,Large,Sweden,4.796159287192118,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.03075936662980569
2010,Large,Sweden,5.929791922539881,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03839342807773552
2011,Large,Sweden,5.740784113244113,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.035811970009363696
2012,Large,Sweden,4.863313617840686,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03069075275875783
2013,Large,Sweden,5.104337398401924,pence_per_kwh,USA,1.5625,pound_per_currency,0.03266775934977231
2014,Large,Sweden,4.335306367826693,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.026315309652708025
2015,Large,Sweden,3.325853698523043,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.0217510831883407
2016,Large,Sweden,3.965980520935126,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.029387915660129285
2017,Large,Sweden,4.081804363491577,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.031697839564522184
2018,Large,Sweden,4.2301598437954535,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.0317153611589461
2019,Large,Sweden,4.338099638786542,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.033993734860399194
2020,Large,Sweden,3.7912678019172783,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.03368637687047912
2021,Large,Sweden,5.6955582799706574,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.04896791017720212
2022,Large,Sweden,9.308878317030254,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.07941623766348396
2023,Large,Sweden,7.091109021043444,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.057071626832686254
2008,Very Large,Sweden,4.678423125,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02553093161136375
2009,Very Large,Sweden,4.400202979791861,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.028219966976997475
2010,Very Large,Sweden,5.564439437349284,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03602789239850398
2011,Very Large,Sweden,5.285201146288326,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03296996737913801
2012,Very Large,Sweden,4.129709091034949,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.02606121888039425
2013,Very Large,Sweden,4.530967985095666,pence_per_kwh,USA,1.5625,pound_per_currency,0.02899819510461226
2014,Very Large,Sweden,3.783509474566385,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.022965902510617957
2015,Very Large,Sweden,2.7242127047631906,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.017816351089151267
2016,Very Large,Sweden,3.361983743998477,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.024912299543028715
2017,Very Large,Sweden,3.4590455135474247,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.02686171603800648
2018,Very Large,Sweden,3.6549304213221037,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.027402614228176348
2019,Very Large,Sweden,4.105465910646782,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.03217079626229423
2020,Very Large,Sweden,3.561742821442312,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.03164698915179595
2021,Very Large,Sweden,5.770041010981617,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.04960828000621845
2022,Very Large,Sweden,8.901671812031951,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.07594226287536161
2023,Very Large,Sweden,6.533146006514318,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.05258095310913359
2008,Small,UK,8.740364391666667,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.047697619385814016
2009,Small,UK,10.034582722691162,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.06435512051666507
2010,Small,UK,9.734030157153494,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.06302460383552655
2011,Small,UK,9.806296980527385,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.06117331821612558
2012,Small,UK,10.330761513050263,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.06519399576527636
2013,Small,UK,10.848874290001621,pence_per_kwh,USA,1.5625,pound_per_currency,0.06943279545601037
2014,Small,UK,11.441397857387017,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.0694492849943392
2015,Small,UK,9.741471095867261,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.06370922096697189
2016,Small,UK,9.151682296158814,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.0678139658145368
2017,Small,UK,9.775259689883022,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.07591118675918196
2018,Small,UK,10.55795520088411,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.07915761452540616
2019,Small,UK,10.726933433087584,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.08405720507874986
2020,Small,UK,10.670576783991438,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.09481078355613447
2021,Small,UK,12.22312751150779,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.10508908532687072
2022,Small,UK,18.673758545738327,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.15931024085101378
2023,Small,UK,23.44362564249824,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.18868217232358594
2008,Medium,UK,7.258488616666667,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.03961077729026037
2009,Medium,UK,8.250228419114187,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.05291146217784284
2010,Medium,UK,7.258793846514406,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04699827297782988
2011,Medium,UK,7.576017588799145,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.047260462913866395
2012,Medium,UK,8.250771745965213,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.052067872981795056
2013,Medium,UK,8.916831898497673,pence_per_kwh,USA,1.5625,pound_per_currency,0.05706772415038511
2014,Medium,UK,9.354410269044415,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.0567812703330996
2015,Medium,UK,8.002952965420132,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.05233931239384766
2016,Medium,UK,7.471788564937939,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.05536595326619013
2017,Medium,UK,8.18018702569517,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.06352442029496755
2018,Medium,UK,8.850756043382553,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.066357994688386
2019,Medium,UK,8.177997555634388,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.06408351668773352
2020,Medium,UK,8.261614918169826,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07340654583975856
2021,Medium,UK,9.52431239708699,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08188585754627219
2022,Medium,UK,15.883426501358528,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.13550525970832375
2023,Medium,UK,24.014226910300092,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.19327456295382522
2008,Large,UK,7.11426,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.03882369778716
2009,Large,UK,8.09452130324857,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.05191286059332705
2010,Large,UK,6.78557802381199,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.043934358106700704
2011,Large,UK,7.15080982463768,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.044607945871330566
2012,Large,UK,8.121384844008269,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05125135532938313
2013,Large,UK,8.857637584371442,pence_per_kwh,USA,1.5625,pound_per_currency,0.05668888053997723
2014,Large,UK,9.363069932175623,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.056833834488306034
2015,Large,UK,7.8288550740118525,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.05120071218403751
2016,Large,UK,7.302088679180235,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.05410847711272554
2017,Large,UK,8.557795252546025,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.06645679135616253
2018,Large,UK,8.549862366671576,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.0641020630026534
2019,Large,UK,7.651527090557877,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05995804726752259
2020,Large,UK,7.843892287121472,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06969497421991497
2021,Large,UK,9.340882276148262,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08030880587821915
2022,Large,UK,14.999430707612245,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.1279636829835276
2023,Large,UK,23.453547722641314,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.18876202855674343
2008,Very Large,UK,7.276168391666667,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.03970725875727802
2009,Very Large,UK,7.987315332303732,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.051225313002069485
2010,Very Large,UK,6.664251630584211,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04314881011223978
2011,Very Large,UK,6.946921705107284,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.04333605773238399
2012,Very Large,UK,7.684249963915217,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.04849274266703095
2013,Very Large,UK,8.675276788935973,pence_per_kwh,USA,1.5625,pound_per_currency,0.05552177144919023
2014,Very Large,UK,9.096094360322002,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.05521329276715455
2015,Very Large,UK,7.636640414002603,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.04994362830757702
2016,Very Large,UK,7.173481071632951,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.05315549474080016
2017,Very Large,UK,8.552694745032428,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.0664171826305926
2018,Very Large,UK,8.120348698203152,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.06088181090315884
2019,Very Large,UK,7.076112882773311,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05544905032345823
2020,Very Large,UK,7.018844564696517,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06236421575972853
2021,Very Large,UK,8.624231261324386,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07414735500768621
2022,Very Large,UK,15.319475105520219,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.1306940572672506
2023,Very Large,UK,17.671898631939225,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.14222937500383906
2008,Small,Bulgaria,5.426275116666666,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02961208407331936
2009,Small,Bulgaria,6.4224550982514526,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.041189343222634275
2010,Small,Bulgaria,6.019476929774983,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.0389741086344754
2011,Small,Bulgaria,6.400089924880526,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.039924829766422185
2012,Small,Bulgaria,6.800362773623082,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.04291482494353166
2013,Small,Bulgaria,7.62238496389268,pence_per_kwh,USA,1.5625,pound_per_currency,0.04878326376891315
2014,Small,Bulgaria,7.116988451676798,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.043200119901678165
2015,Small,Bulgaria,6.924715870239388,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.0452876417913656
2016,Small,Bulgaria,8.147988020168928,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.060376591229451756
2017,Small,Bulgaria,7.924514779852308,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.061538960653071406
2018,Small,Bulgaria,8.36006210699355,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.0626790473233335
2019,Small,Bulgaria,8.431728507533704,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.06607177500887128
2020,Small,Bulgaria,8.309095815992418,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07382842567040299
2021,Small,Bulgaria,11.41148239075267,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.09811091682867992
2022,Small,Bulgaria,26.03232232311462,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.2220878849348236
2023,Small,Bulgaria,14.07490338505995,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.11327954926577241
2008,Medium,Bulgaria,4.307664758333334,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.023507641658574885
2009,Medium,Bulgaria,5.193222103057737,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.033305862689869584
2010,Medium,Bulgaria,4.958696526251212,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03210590876153335
2011,Medium,Bulgaria,5.015987628841472,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03129056849864712
2012,Medium,Bulgaria,5.315215949781128,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03354255789215742
2013,Medium,Bulgaria,5.567461702040389,pence_per_kwh,USA,1.5625,pound_per_currency,0.03563175489305849
2014,Medium,Bulgaria,5.398137444207904,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.03276669428634198
2015,Medium,Bulgaria,4.712385056747504,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.030818998271128675
2016,Medium,Bulgaria,5.904123635638616,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.04374955614008214
2017,Medium,Bulgaria,5.985307324147831,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.04647976590992466
2018,Medium,Bulgaria,6.599570719785243,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04947987229820523
2019,Medium,Bulgaria,7.116640931380675,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05576663171934186
2020,Medium,Bulgaria,6.893469612188934,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06125022747903967
2021,Medium,Bulgaria,10.409698323627046,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08949801712603433
2022,Medium,Bulgaria,24.08003935738276,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.205432498247763
2023,Medium,Bulgaria,12.334747378067105,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.09927418931896691
2008,Large,Bulgaria,3.655563616666667,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.019949017479710368
2009,Large,Bulgaria,4.623237876405716,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.029650364039602695
2010,Large,Bulgaria,4.428572244598044,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.028673530569214883
2011,Large,Bulgaria,4.360800049948064,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.027203398965184363
2012,Large,Bulgaria,4.727669426597454,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.029834747437337477
2013,Large,Bulgaria,4.883799577239522,pence_per_kwh,USA,1.5625,pound_per_currency,0.03125631729433294
2014,Large,Bulgaria,4.583620234026737,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.027822574820542297
2015,Large,Bulgaria,4.261863442202101,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.027872586912001736
2016,Large,Bulgaria,5.351395584745578,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.03965384128296473
2017,Large,Bulgaria,5.131423539932992,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.0398488084243394
2018,Large,Bulgaria,5.922249795478679,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.044401700662114074
2019,Large,Bulgaria,6.612380946817289,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.051815205601164545
2020,Large,Bulgaria,6.387393836700806,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.05675361574153809
2021,Large,Bulgaria,9.918867952767357,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08527807303433349
2022,Large,Bulgaria,22.71387988671959,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.19377746941255763
2023,Large,Bulgaria,12.54033107672863,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.10092879596766959
2008,Very Large,Bulgaria,3.1890544,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.0174031992438304
2009,Very Large,Bulgaria,4.164170422036568,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.026706211585271047
2010,Very Large,Bulgaria,4.060957398859367,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.026293346858800578
2011,Very Large,Bulgaria,4.156884885442253,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.02593134211516464
2012,Very Large,Bulgaria,4.41831347320764,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.027882505031026836
2013,Very Large,Bulgaria,4.459042706635257,pence_per_kwh,USA,1.5625,pound_per_currency,0.028537873322465646
2014,Very Large,Bulgaria,4.277145367931276,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.025962272383342845
2015,Very Large,Bulgaria,4.026598183016545,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.026333952116928204
2016,Very Large,Bulgaria,4.922461452677821,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.036475439364342645
2017,Very Large,Bulgaria,4.799243681386171,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.03726921789889444
2018,Very Large,Bulgaria,5.3997573826129965,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04048434619118322
2019,Very Large,Bulgaria,5.914202832646931,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.04634421976067346
2020,Very Large,Bulgaria,5.658918258695368,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.05028092530030328
2021,Very Large,Bulgaria,9.26871393128918,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07968833412549836
2022,Very Large,Bulgaria,20.65491269452231,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.1762119344138124
2023,Very Large,Bulgaria,10.238650841905283,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.08240410045668754
2008,Small,Croatia,7.083155283333333,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.038653954184927036
2009,Small,Croatia,8.857877819032087,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.05680852012676651
2010,Small,Croatia,8.964587094062992,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.05804271622655555
2011,Small,Croatia,8.903866341648396,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.05554380518488175
2012,Small,Croatia,8.724123473207573,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05505503810629642
2013,Small,Croatia,9.342144123748133,pence_per_kwh,USA,1.5625,pound_per_currency,0.05978972239198806
2014,Small,Croatia,8.471800206217548,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.05142382725174051
2015,Small,Croatia,7.44802383445084,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.048710075877308495
2016,Small,Croatia,8.18738378165119,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.060668513822035315
2017,Small,Croatia,8.57724111415156,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.06660780099466439
2018,Small,Croatia,8.8238701305022,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.06615641922349216
2019,Small,Croatia,9.639998046634199,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.07553988265325173
2020,Small,Croatia,9.474460860686335,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.08418298993183275
2021,Small,Croatia,9.747121705829787,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08380147418661635
2022,Small,Croatia,20.396868759726683,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.17401050071198185
2023,Small,Croatia,24.327730595299563,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.19579774589571278
2008,Medium,Croatia,5.591918875,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.030516029559408252
2009,Medium,Croatia,6.613033407344783,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.04241158538142674
2010,Medium,Croatia,6.707514444389679,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04342892242511318
2011,Medium,Croatia,6.608468896815221,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.04122473259263912
2012,Medium,Croatia,6.268874517636929,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03956077954559229
2013,Medium,Croatia,6.683960746927765,pence_per_kwh,USA,1.5625,pound_per_currency,0.0427773487803377
2014,Medium,Croatia,6.069757052141876,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.036843425306501185
2015,Medium,Croatia,5.454986379395349,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.03567561092124558
2016,Medium,Croatia,5.943083604682624,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.04403824951069824
2017,Medium,Croatia,6.215156424700336,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.048264692198535616
2018,Medium,Croatia,6.608610255139302,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.0495476456540711
2019,Medium,Croatia,7.042232315778039,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.055183559185112814
2020,Medium,Croatia,7.176899610071468,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06376857496170543
2021,Medium,Croatia,7.2336860996621954,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.06219205805056897
2022,Medium,Croatia,12.759867794139215,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.10885744326898385
2023,Medium,Croatia,17.75724349680233,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.14291625913791442
2008,Large,Croatia,4.4194404416666675,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02411762011728832
2009,Large,Croatia,5.402500589868193,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.03464803531552115
2010,Large,Croatia,5.705968378186272,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03694424516128617
2011,Large,Croatia,5.1592154927012785,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03218404783245786
2012,Large,Croatia,4.779161727242295,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.030159698199770955
2013,Large,Croatia,5.252791268347863,pence_per_kwh,USA,1.5625,pound_per_currency,0.03361786411742632
2014,Large,Croatia,4.978411380850405,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.030218957081761956
2015,Large,Croatia,4.4817919916845,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.02931091962561663
2016,Large,Croatia,5.028293327100139,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.03725965355381203
2017,Large,Croatia,5.31728040976083,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.04129210671037673
2018,Large,Croatia,5.709995129049606,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04281033446035142
2019,Large,Croatia,6.248242417201528,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.04896178367476631
2020,Large,Croatia,6.522819253019908,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.05795690494460093
2021,Large,Croatia,6.520655430389291,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.05606173332202879
2022,Large,Croatia,11.773418699524392,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.10044181325719831
2023,Large,Croatia,17.715510954469053,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.14258038162203415
2008,Very Large,Croatia,3.709785408333334,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.020244914797652787
2009,Very Large,Croatia,4.791911038885191,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.030732121198746676
2010,Very Large,Croatia,4.909170506983669,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03178524427894043
2011,Very Large,Croatia,4.768726538872279,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.02974811252681727
2012,Very Large,Croatia,4.976256955924741,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.031403500555274716
2013,Very Large,Croatia,5.439104818508623,pence_per_kwh,USA,1.5625,pound_per_currency,0.034810270838455185
2014,Very Large,Croatia,4.327839930820961,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.02626998838008323
2015,Very Large,Croatia,3.87402895067474,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.025336149337412798
2016,Very Large,Croatia,5.134447716009785,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.0380462575756325
2017,Very Large,Croatia,4.128985707285176,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.03206423308386489
2018,Very Large,Croatia,5.148639568199555,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.03860160594692294
2019,Very Large,Croatia,5.2869360159001335,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.041428901157898865
2020,Very Large,Croatia,5.433373214889053,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.048276900329266945
2021,Very Large,Croatia,6.480570449846866,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.05571710025356224
2022,Very Large,Croatia,13.21770799640483,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.11276338607720643
2023,Very Large,Croatia,,pence_per_kwh,USA,1.242492883868907,pound_per_currency,
2008,Small,Cyprus,14.119769691666667,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.07705392708919383
2009,Small,Cyprus,13.413218853193094,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.08602343910740541
2010,Small,Cyprus,14.98764413610706,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.09704000489579588
2011,Small,Cyprus,17.490411938228085,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.10910811056946047
2012,Small,Cyprus,20.02296178250394,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.1263582441631088
2013,Small,Cyprus,18.49870459201336,pence_per_kwh,USA,1.5625,pound_per_currency,0.1183917093888855
2014,Small,Cyprus,15.60752932704152,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.09473770301514202
